plate,well,f_site,bf_site,f_nuc_path,bf_nuc_path,f_ref_a,f_ref_b,f_ref_c,f_ref_d,bf_ref_a,bf_ref_b,bf_ref_c,bf_ref_d
P015085,G03,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G03_s5_w1D9F48F9E-0D17-4C90-8E81-5993FE2F15D0.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G03_s3_w12E3CA362-AA15-412E-BD86-E2BED8CF8FF1.tif,0,-11,0,-27,11,2160,27,2160
P015085,G03,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G03_s6_w1993CD8CA-2E33-4C97-9C98-87F6DAC29D1A.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G03_s4_w1534D72B6-C966-40AE-98C7-5E7C48174A19.tif,0,-11,0,-27,11,2160,27,2160
P015085,G03,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G03_s8_w1F721B48F-E5E8-4AA1-957B-0EE172E05700.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G03_s5_w1A17E2610-E598-4878-B1FC-A16AAD08386B.tif,0,-10,0,-27,10,2160,27,2160
P015085,G04,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G04_s2_w1B175CB6D-7FCC-477F-A50D-7697B3ED49AA.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G04_s1_w19BCCBBB0-06B8-46E4-8591-C41479962CBC.tif,0,-11,0,-26,11,2160,26,2160
P015085,G04,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G04_s4_w1E223FD67-BDE5-48DA-8955-828F94521FCF.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G04_s2_w175CD996C-CBA2-4116-A38C-8D8A988CAFAB.tif,0,-11,0,-27,11,2160,27,2160
P015085,G04,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G04_s5_w1A7D7F007-8488-4322-A07A-27B7FA5E1193.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G04_s3_w184560BD1-1CF5-41C9-B41C-AF11A18BD265.tif,0,-11,0,-27,11,2160,27,2160
P015085,G04,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G04_s6_w1588F00AD-4A6E-4CF0-93D1-5268018B9F9F.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G04_s4_w176B42649-2524-471D-93AD-F9294229E92E.tif,0,-11,0,-26,11,2160,26,2160
P015085,G04,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G04_s8_w1318BD773-95A9-40E4-B3CC-425A440795BE.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G04_s5_w1A0DA1532-F462-43AD-B8AC-B312BE3A83A8.tif,0,-10,0,-27,10,2160,27,2160
P015085,G07,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G07_s2_w10B6426E6-07AE-42DA-9F28-EB92ADDA387C.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G07_s1_w1DA3B5D2E-F0DE-4B13-8ACA-EB73D0F6E9A9.tif,0,-10,0,-21,10,2160,21,2160
P015085,G07,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G07_s4_w1656EBEC3-2D15-4252-9AC2-ED674B8D2E2B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G07_s2_w1EB8FC6D6-3D5A-46EB-B94B-2804C97B34C8.tif,0,-9,0,-21,9,2160,21,2160
P015085,G07,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G07_s5_w188FF9D30-B7F2-42B1-9BC7-193305B03FDA.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G07_s3_w1AB7A412B-4F8F-4507-A7D1-5CADF27FE1BD.tif,0,-9,0,-21,9,2160,21,2160
P015085,G07,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G07_s6_w18A665F04-CA82-4CF8-9F5E-EF4DFF6A578B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G07_s4_w1924F2152-910C-4F59-A521-C3B755BAC396.tif,0,-9,0,-20,9,2160,20,2160
P015085,G07,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G07_s8_w1B6A5C7AF-2182-4CE6-A704-8E04F03382DA.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G07_s5_w1FA800010-106D-445A-A439-C7EA19BFB67D.tif,0,-9,0,-21,9,2160,21,2160
P015085,G16,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G16_s2_w1F4E1CD44-9C3A-4D15-B14E-B956FDA9F06F.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s1_w19806E149-ECFE-45FC-A603-C9DA4DFF4B1E.tif,0,-9,0,-3,9,2160,3,2160
P015085,G16,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G16_s4_w1C3CCFFB1-40B9-4615-B011-791D846F8F69.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s2_w18F480B0B-44A6-4CE1-910C-062F9A599AE9.tif,0,-9,0,-4,9,2160,4,2160
P015085,G16,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G16_s5_w101F6BDE9-1B94-42D1-AAE7-EAB2C62325D2.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s3_w1F66C21FE-93A5-4251-AF4F-FCEB72306F0F.tif,0,-9,0,-3,9,2160,3,2160
P015085,G16,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G16_s6_w15FA9FBB4-9A3E-4FDA-8787-0194B7812B09.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s4_w15B29C5F8-2D80-4AB7-94CD-260A77A6C3B6.tif,0,-8,0,-3,8,2160,3,2160
P015085,G16,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G16_s8_w11BACC746-0D67-4807-A136-CBB824C32080.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G16_s5_w184C8D22D-987F-4B26-8E02-F22ABDCB5E0B.tif,0,-8,0,-3,8,2160,3,2160
P015085,G19,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G19_s2_w11C69151E-8D8F-430E-B357-2C09290E21C5.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G19_s1_w1F62FB58E-23D1-4EBA-922F-7F99AC2B137B.tif,0,-9,2,2160,9,2160,0,-2
P015085,G19,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G19_s4_w1C14A7FF2-EA29-43B4-A7CD-D0BB465DF330.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G19_s2_w12681C7B4-9117-49FB-865D-FB609B8A547D.tif,0,-8,1,2160,8,2160,0,-1
P015085,G19,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G19_s5_w176C3B84C-2F84-4B20-A139-E5F67509EF7D.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G19_s3_w17574AAE1-3138-48E7-A0F1-320E7D00A0B1.tif,0,-8,1,2160,8,2160,0,-1
P015085,G19,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G19_s6_w1B6A9E721-3FC7-423A-B78D-B50B90DD9DC8.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G19_s4_w1C8C78D3B-7A27-48D6-93AF-E076D0EF0FEE.tif,0,-9,2,2160,9,2160,0,-2
P015085,G19,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G19_s8_w1268AC0BD-4202-4FD0-A22E-E577EDA9F73A.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G19_s5_w1DD4D6F05-6FA5-4EA4-B679-9BB978D1943C.tif,0,-8,1,2160,8,2160,0,-1
P015085,G22,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G22_s2_w14B80E19A-EF4D-4FBF-9F22-B914102B8808.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s1_w1B5FD39A6-AFCF-44D6-8B2A-910D1FBE262E.tif,0,-10,8,2160,10,2160,0,-8
P015085,G22,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G22_s4_w19D36E29D-FA77-418F-A864-74258CE78AE5.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s2_w153588049-6354-4D7F-AEBA-223FFE015213.tif,0,-9,8,2160,9,2160,0,-8
P015085,G22,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G22_s5_w180ABF134-79F9-47AA-86D9-AA06A77258CF.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s3_w1DD6CCA6C-0B12-4A8B-A293-59C8DF12D13D.tif,0,-9,8,2160,9,2160,0,-8
P015085,G22,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G22_s6_w14D678545-EFBA-4B15-A1AB-EAC548DC5AE6.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s4_w140D868B9-BD70-43D6-954F-7819251E1B7F.tif,0,-9,8,2160,9,2160,0,-8
P015085,G22,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G22_s8_w1E6FB1B86-2C70-46B7-97E4-CF88A1BEF31C.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G22_s5_w17B45F229-E34D-441E-AE58-1FD54511B4F5.tif,0,-9,8,2160,9,2160,0,-8
P015085,G23,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G23_s2_w138F51D6B-7A00-432B-A935-C9CAB8446252.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G23_s1_w169FD4CC5-39BA-4A4E-98B4-38F5018165CB.tif,0,-9,9,2160,9,2160,0,-9
P015085,G23,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G23_s4_w1982299CE-4D0E-42A1-9256-FBD03582BC37.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G23_s2_w130226266-8AA8-4712-83EF-0119FD7D4DEB.tif,0,-9,9,2160,9,2160,0,-9
P015085,G23,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G23_s5_w1B1A59DD6-EB37-4BBB-8BEB-A785F8A53DC9.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G23_s3_w15A089541-E9A2-4CE0-9AEC-79DB2199E42E.tif,0,-9,9,2160,9,2160,0,-9
P015085,G23,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G23_s6_w18820CD00-0C6D-4FBC-980D-FC882DCB8BD5.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G23_s4_w16CC272CB-4F0E-4AE0-A674-8645DB5A6F59.tif,0,-9,9,2160,9,2160,0,-9
P015085,G23,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_G23_s8_w1461AD2C0-3470-43ED-AD7A-487B6D6E385B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_G23_s5_w1613FF42B-FF19-4F99-91BF-1EBA5C72D062.tif,0,-9,9,2160,9,2160,0,-9
P015085,H05,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H05_s2_w1DC0D188C-6C94-4976-A002-6A32CA0FB27D.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H05_s1_w1760269E2-71E5-4CC0-8BD6-79F1B5804E08.tif,0,-8,0,-25,8,2160,25,2160
P015085,H05,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H05_s4_w15CF799CC-6418-4AA8-9062-9886A51FD30E.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H05_s2_w12F5C911F-E79D-4F45-901E-6F46781BB52F.tif,0,-8,0,-25,8,2160,25,2160
P015085,H05,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H05_s5_w1B80B6AC3-AC17-4E87-8798-7C9F269F557E.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H05_s3_w1234DAF87-D342-497A-9B96-DEE22A7775C5.tif,0,-8,0,-25,8,2160,25,2160
P015085,H05,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H05_s6_w130AA3D0B-9AE5-4748-9C70-1B7186697795.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H05_s4_w16CD9CB3C-289E-4502-9203-E8316ABF754D.tif,0,-8,0,-24,8,2160,24,2160
P015085,H05,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H05_s8_w17440D442-F762-4F6D-A045-52DAB64028DC.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H05_s5_w1252F42A3-AD23-4D4A-8A94-6235DF139797.tif,0,-7,0,-25,7,2160,25,2160
P015085,H08,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H08_s2_w158D5C130-B5F2-4EDE-BDAF-0353A567BF64.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s1_w1B38FC731-0386-4432-A555-F8678B96C51B.tif,0,-8,0,-19,8,2160,19,2160
P015085,H08,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H08_s4_w1FD2579C7-A133-47B9-86B3-FB5B18FCD5F2.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s2_w16786CCB5-92F0-4DA6-9606-034B2B1E7F7A.tif,0,-8,0,-19,8,2160,19,2160
P015085,H08,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H08_s5_w195895E20-8128-477F-AB0E-341F2D31A171.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s3_w1E9CA7BB9-E3C4-436D-BF08-D7278FB44002.tif,0,-8,0,-19,8,2160,19,2160
P015085,H08,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H08_s6_w1461E2B66-00A4-4719-B41A-AFE462D3DE10.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s4_w1D2CA390E-918E-4849-A604-A024C7DE1CF0.tif,0,-7,0,-19,7,2160,19,2160
P015085,H08,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H08_s8_w1CB39324B-9CC7-4AC1-BE8A-936B8C5CADC9.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H08_s5_w125CCC617-10EB-4753-A812-2FFFDCEB0E27.tif,0,-7,0,-19,7,2160,19,2160
P015085,H18,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H18_s2_w11517D54C-B1D1-4F12-9CA9-2B01BCD0036B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H18_s1_w1DCB93391-E16E-4702-9637-FE9C9DA5649D.tif,0,-7,0,2160,7,2160,0,2160
P015085,H18,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H18_s4_w146DC3966-5C65-4E62-8A0F-53A11427A6A3.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H18_s2_w18DA38297-338E-4712-BDED-EF02E0FE0F05.tif,0,-7,0,2160,7,2160,0,2160
P015085,H18,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H18_s5_w1552A0631-B31B-4E13-9ED4-DA72099D697F.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H18_s3_w103DADDD7-C9E3-4736-9798-7524AD944263.tif,0,-7,0,2160,7,2160,0,2160
P015085,H18,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H18_s6_w198D800E3-FFB9-4D94-A3B8-3D8820047181.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H18_s4_w1108204E5-FBF8-4871-9BD4-17A13B331A3D.tif,0,2160,0,2160,0,2160,0,2160
P015085,H18,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H18_s8_w134F595B6-F2A4-4461-BF44-0A7F41AFC664.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H18_s5_w1DE022AC9-6B11-45FB-9461-D74283263825.tif,0,-6,0,2160,6,2160,0,2160
P015085,H20,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H20_s2_w1D5CCF9E9-F935-47CF-8726-B2FEF3B4B63B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s1_w145DE453C-7ECD-4A13-8C98-F7E41D80B6CF.tif,0,-7,4,2160,7,2160,0,-4
P015085,H20,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H20_s4_w1708609F2-959B-4D09-B4A7-3BA47D2162F1.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s2_w102CA2F0C-1FE9-4E05-B084-1E0C614AA42E.tif,0,-7,4,2160,7,2160,0,-4
P015085,H20,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H20_s5_w19E509162-81EE-4E4F-B263-DA591B1398E7.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s3_w176FFAA1D-4672-4A98-AE2F-2D4662C584CA.tif,0,-7,4,2160,7,2160,0,-4
P015085,H20,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H20_s6_w1110B9119-3541-45E9-8F95-5FCBED898C43.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s4_w121EB0E0E-992A-4B83-AB2F-395C5CC49B72.tif,0,-7,4,2160,7,2160,0,-4
P015085,H20,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H20_s8_w182C8A1D3-1CB1-4ADA-BC64-DF85D24447CB.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H20_s5_w1E8282C0D-0002-4B1E-A961-DDE7BA60811B.tif,0,-7,4,2160,7,2160,0,-4
P015085,H21,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H21_s2_w1A2A3DA41-5238-4A12-87AF-C11F5003AD58.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H21_s1_w1DAE30D92-1666-4CE1-B917-56F01B756A34.tif,0,-7,5,2160,7,2160,0,-5
P015085,H21,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H21_s4_w16EF69428-1178-4AAF-87F7-3B36185AB9F1.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H21_s2_w135FB1457-88FA-4B80-85EB-F76ABBC637BF.tif,0,-7,5,2160,7,2160,0,-5
P015085,H21,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H21_s5_w1C2FB82B2-E219-4ACE-A895-53025D84A68D.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H21_s3_w115433A2B-5E5E-476F-8410-F4F78C4E3E20.tif,0,-7,5,2160,7,2160,0,-5
P015085,H21,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H21_s6_w11582F248-B5AE-485A-AE84-2C9DFA0431BA.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H21_s4_w1F02020C6-5ADA-4150-A825-46BEDC1D540E.tif,0,-7,6,2160,7,2160,0,-6
P015085,H21,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_H21_s8_w1E186886E-6397-4D73-87AC-EF338A1630EC.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_H21_s5_w16671A264-8424-4844-8042-1FF5DFA135A8.tif,0,-7,6,2160,7,2160,0,-6
P015085,I04,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I04_s2_w18EB117AD-C0CA-49AC-BD4F-ADA09A79FF09.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s1_w1F55BCC78-157B-47D9-A5CF-C0DB0C6EFCA4.tif,0,-7,0,-27,7,2160,27,2160
P015085,I04,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I04_s4_w134D1A59B-6317-4D91-8D44-661606AE0F85.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s2_w109955A7A-0836-4E52-BA70-AF60607F3A09.tif,0,-6,0,-27,6,2160,27,2160
P015085,I04,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I04_s5_w181A228E2-E627-4D71-A662-CEBF0D5DADE6.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s3_w1A2580AB7-FD86-4448-B44A-7DE4A260928C.tif,0,-6,0,-27,6,2160,27,2160
P015085,I04,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I04_s6_w198828675-6956-4F5C-B096-EB354CB50AB0.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s4_w109436793-8AEE-4FF5-841C-04859EB7D8D0.tif,0,-6,0,-27,6,2160,27,2160
P015085,I04,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I04_s8_w1551764DC-7546-4FE9-831A-AFC8ECAA2882.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I04_s5_w1F55A5396-FB99-492B-8442-041F576704CC.tif,0,-6,0,-27,6,2160,27,2160
P015085,I11,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I11_s2_w1D7203409-6E94-4BD3-A0C5-B2F7382D4CA1.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I11_s1_w11E5CC964-00BC-4FCA-A9DC-8D067E65BF18.tif,0,-5,0,-13,5,2160,13,2160
P015085,I11,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I11_s4_w157EAE2BB-C803-4D0B-B2CD-D7BAD2B2F904.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I11_s2_w12AC3B1C4-BD60-4C62-B628-C9AF9D3DDA82.tif,0,-5,0,-14,5,2160,14,2160
P015085,I11,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I11_s5_w1A30556C8-797B-4797-81BA-1EE96ACF097D.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I11_s3_w1BAAA0B9D-CB18-445E-A220-7320A60AF82B.tif,0,-5,0,-13,5,2160,13,2160
P015085,I11,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I11_s6_w131DDE7EE-9565-49DA-97F0-5DC081F245F8.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I11_s4_w1004009A1-9181-44E3-9B9E-9CF21620ABE2.tif,0,-4,0,-13,4,2160,13,2160
P015085,I11,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I11_s8_w1A6A077B6-A141-442C-8B25-ED870F4CDE3F.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I11_s5_w1DBE76CFC-4867-4FE8-BE4A-8068FD7B880C.tif,0,-5,0,-13,5,2160,13,2160
P015085,I14,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I14_s2_w1466C8FD1-0692-43E7-9FE9-30682D8075FB.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I14_s1_w119C711CF-B3B7-4287-876E-06874F81D189.tif,0,-5,0,-8,5,2160,8,2160
P015085,I14,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I14_s4_w12A6FD633-0F50-4C84-A34E-991C94518E99.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I14_s2_w1B7696465-E6AF-4D82-9045-682FE13FDA14.tif,0,-5,0,-7,5,2160,7,2160
P015085,I14,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I14_s5_w15A610A89-E398-45F2-81A3-34E8F41E7BD5.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I14_s3_w1533331E8-E1F7-49A4-AC04-E8AB306DFA18.tif,0,-4,0,-7,4,2160,7,2160
P015085,I14,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I14_s6_w1E3423F7A-F856-44F9-A5E9-C2FB4DA66090.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I14_s4_w1547D26A3-89F7-4D12-83FB-AA0A6F1593E2.tif,0,-5,0,-7,5,2160,7,2160
P015085,I14,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I14_s8_w1897FF306-62A2-434C-8139-E13CB1BD5B20.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I14_s5_w1C2B028EB-08C5-49FB-AC53-405E0FFEE681.tif,0,-4,0,-8,4,2160,8,2160
P015085,I15,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I15_s2_w1952E9EEB-8EB3-418F-922B-0FA3CC1B9F4B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I15_s1_w12EEEAD9D-948A-4F62-8A36-63FC0BC9F686.tif,0,-5,0,-6,5,2160,6,2160
P015085,I15,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I15_s4_w1A3FFF34D-5D0B-4364-AD11-1E2A7C32958B.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I15_s2_w147ADAD49-30D9-404F-921A-3E2B6A758DEA.tif,0,-5,0,-6,5,2160,6,2160
P015085,I15,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I15_s5_w1BF30720E-E31A-475B-9134-F28EF2B8BA96.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I15_s3_w195E6CC72-2533-4FFB-8A25-0481107E35CD.tif,0,-4,0,-6,4,2160,6,2160
P015085,I15,s6,s4,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I15_s6_w1049FAA13-06F2-4FE5-9B3C-BC43DA524611.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I15_s4_w13EBE701C-96DE-49C8-8A0F-3C0B057675D8.tif,0,-4,0,-5,4,2160,5,2160
P015085,I15,s8,s5,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I15_s8_w15441CB43-1C2C-4B9E-8A40-A33F761239E3.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I15_s5_w13CFD4A50-8FF8-440C-8DA7-02ABE676EE56.tif,0,-4,0,-6,4,2160,6,2160
P015085,I20,s2,s1,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I20_s2_w18A34F671-0B68-4757-AB62-A3128F455141.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I20_s1_w19E74F7F6-8281-47B7-80EC-36D029904B1C.tif,0,-5,4,2160,5,2160,0,-4
P015085,I20,s4,s2,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I20_s4_w12D8EE005-20C5-4A97-89CC-BD223EC68895.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I20_s2_w145B7E9D5-E012-4C49-9A5D-B7D03D179E60.tif,0,-5,3,2160,5,2160,0,-3
P015085,I20,s5,s3,specs935-v1-FA-P015085-U2OS-48h-P5-L2-test_I20_s5_w1740D229C-9C95-436E-954B-BAABE36B6210.tif,specs935-v1-FA-P015085-U2OS-48h-P5-L2-TL_I20_s3_w110E84CD8-5885-407D-8D52-007053D50582.tif,0,-5,4,2160,5,2160,0,-4
